date,value,PCEweight,quantity,item_name,label,price_norm,qty_norm
2023-04-01,130.5,0.05962132278413008,115.279,Purchased meals and beverages (102),Food Away from Home (purchased meals),131.8301663787617,114.67580526430974
2023-05-01,131.154,0.06007688351210313,115.724,Purchased meals and beverages (102),Food Away from Home (purchased meals),132.49083249992424,115.11847681196905
2023-06-01,131.63,0.06025447403280755,116.318,Purchased meals and beverages (102),Food Away from Home (purchased meals),132.9716842945318,115.70936872053001
2023-07-01,131.88000000000002,0.06032413844049117,116.919,Purchased meals and beverages (102),Food Away from Home (purchased meals),133.2242325059854,116.3072240017508
2023-08-01,132.196,0.06028861944714318,116.995,Purchased meals and beverages (102),Food Away from Home (purchased meals),133.5434534452627,116.38282633348587
2023-09-01,132.767,0.06062636171953826,117.73,Purchased meals and beverages (102),Food Away from Home (purchased meals),134.12027356022264,117.11398046276587
2023-10-01,133.286,0.06055474827194559,117.511,Purchased meals and beverages (102),Food Away from Home (purchased meals),134.64456364720024,116.89612637526609
2023-11-01,133.812,0.06099101920326909,118.321,Purchased meals and beverages (102),Food Away from Home (purchased meals),135.17592508409857,117.70188806875834
2023-12-01,134.257,0.06096857291392522,118.529,Purchased meals and beverages (102),Food Away from Home (purchased meals),135.6254609004859,117.90879971350697
2024-01-01,134.847,0.06060432436442394,117.424,Purchased meals and beverages (102),Food Away from Home (purchased meals),136.22147467951632,116.8095816007799
2024-02-01,134.845,0.06069907271112117,118.481,Purchased meals and beverages (102),Food Away from Home (purchased meals),136.2194542938247,117.86105087241113
2024-03-01,135.207,0.06004804881606099,117.71,Purchased meals and beverages (102),Food Away from Home (purchased meals),136.58514410400946,117.09408511230926
2024-04-01,135.678,0.06003299551676314,117.774,Purchased meals and beverages (102),Food Away from Home (purchased meals),137.06094493438798,117.15775023377037
2024-05-01,136.065,0.0600943575947964,118.112,Purchased meals and beverages (102),Food Away from Home (purchased meals),137.4518895657181,117.49398165648688
2024-06-01,136.625,0.05994916084760408,117.858,Purchased meals and beverages (102),Food Away from Home (purchased meals),138.01759755937408,117.24131070568808
2024-07-01,136.89,0.05992405130168803,118.203,Purchased meals and beverages (102),Food Away from Home (purchased meals),138.28529866351485,117.58450550106441
2024-08-01,137.20499999999998,0.05996131750469157,118.311,Purchased meals and beverages (102),Food Away from Home (purchased meals),138.60350940994635,117.69194039353003
2024-09-01,137.597,0.06009339357331149,119.099,Purchased meals and beverages (102),Food Away from Home (purchased meals),138.99950500550554,118.47581720152
2024-10-01,138.063,0.06030775428426156,119.582,Purchased meals and beverages (102),Food Away from Home (purchased meals),139.470254871655,118.95628991504685
2024-11-01,138.524,0.06013366910189949,119.355,Purchased meals and beverages (102),Food Away from Home (purchased meals),139.93595377357536,118.73047768736447
